Port Name,Latitude,Longitude,Port_Type,Port Size,UN/LOCODE,Source URL
Port of Arroyo,"17° 57' 43"" N","66° 3' 52"" W",Harbor,Very Small,,http://www.worldportsource.com/ports/PRI_Port_of_Arroyo_4812.php
Port of Aguirre,"17° 57' 0"" N","66° 13' 27"" W","Pier, Jetty or Wharf",Small,,http://www.worldportsource.com/ports/PRI_Port_of_Aguirre_4811.php
Port of Arecibo,"18° 28' 53"" N","66° 42' 2"" W","Pier, Jetty or Wharf",Very Small,PRARE,http://www.worldportsource.com/ports/PRI_Port_of_Arecibo_1771.php
Port of Aguadilla,"18° 25' 38"" N","67° 9' 25"" W","Pier, Jetty or Wharf",Very Small,PRBQN,http://www.worldportsource.com/ports/PRI_Port_of_Aguadilla_4810.php
Port of Ras Laffan *,"25° 55' 12"" N","51° 36' 13"" E",Seaport,Medium,QARLF,http://www.worldportsource.com/ports/QAT_Port_of_Ras_Laffan_2375.php
Port of Mesaieed,"24° 54' 20"" N","51° 34' 15"" E","Pier, Jetty or Wharf",Small,,http://www.worldportsource.com/ports/QAT_Port_of_Mesaieed_2374.php
Roosevelt Roads Naval Station,"18° 13' 38"" N","65° 36' 57"" W",Seaport,Medium,,http://www.worldportsource.com/ports/PRI_Roosevelt_Roads_Naval_Station_4818.php
Port of Halul Island,"25° 38' 29"" N","52° 3' 51"" E",Off-Shore Terminal,Very Small,,http://www.worldportsource.com/ports/QAT_Port_of_Halul_Island_2373.php
Port of Doha,"25° 17' 53"" N","51° 33' 32"" E",Seaport,Medium,QADOH,http://www.worldportsource.com/ports/QAT_Port_of_Doha_2372.php
Port of Yeysk,"46° 43' 43"" N","38° 16' 26"" E",Harbor,Small,RUYEY,http://www.worldportsource.com/ports/RUS_Port_of_Yeysk_2584.php
Port of Yaroslavl,"57° 38' 1"" N","39° 53' 47"" E",River Port,Small,,http://www.worldportsource.com/ports/RUS_Port_of_Yaroslavl_4878.php
Al Rayyan Marine Terminal,"26° 13' 28"" N","51° 28' 35"" E",Off-Shore Terminal,Very Small,,http://www.worldportsource.com/ports/QAT_Al_Rayyan_Marine_Terminal_2370.php
Port of Yakutsk,"62° 2' 47"" N","129° 47' 2"" E",River Port,Small,,http://www.worldportsource.com/ports/RUS_Port_of_Yakutsk_3787.php
Port of Volgograd,"48° 42' 8"" N","44° 31' 31"" E",River Port,Small,,http://www.worldportsource.com/ports/RUS_Port_of_Volgograd_4875.php
Al Shaheen Terminal,"26° 8' 35"" N","51° 47' 22"" E",Off-Shore Terminal,Very Small,QAASN,http://www.worldportsource.com/ports/QAT_Al_Shaheen_Terminal_2371.php
Port of Vitino,"67° 4' 50"" N","32° 19' 28"" E",Seaport,Small,RUVIT,http://www.worldportsource.com/ports/RUS_Port_of_Vitino_2580.php
Port of Vysotsk,"60° 37' 16"" N","28° 33' 47"" E",Seaport,Medium,,http://www.worldportsource.com/ports/RUS_Port_of_Vysotsk_2583.php
Port of Vanino,"49° 5' 6"" N","140° 16' 18"" E",Seaport,Medium,RUVNN,http://www.worldportsource.com/ports/RUS_Port_of_Vanino_2579.php
Port of Vyborg,"60° 42' 18"" N","28° 43' 55"" E",Seaport,Small,RUVYG,http://www.worldportsource.com/ports/RUS_Port_of_Vyborg_2582.php
Port of Ust Kamchatsk,"56° 13' 49"" N","162° 31' 54"" E",Harbor,Small,RUUKK,http://www.worldportsource.com/ports/RUS_Port_of_Ust_Kamchatsk_2577.php
Port of Volgodonsk,"47° 32' 31"" N","42° 9' 35"" E","Pier, Jetty or Wharf",Small,,http://www.worldportsource.com/ports/RUS_Port_of_Volgodonsk_5230.php
Port of Ulyanovsk,"54° 17' 50"" N","48° 23' 35"" E",River Port,Small,,http://www.worldportsource.com/ports/RUS_Port_of_Ulyanovsk_4872.php
Port of Ulan-Ude,"51° 50' 11"" N","107° 34' 29"" E",River Port,Small,,http://www.worldportsource.com/ports/RUS_Port_of_Ulan_Ude_4882.php
Port of Uglegorsk,"49° 4' 42"" N","142° 1' 58"" E",Harbor,Small,RUUGL,http://www.worldportsource.com/ports/RUS_Port_of_Uglegorsk_2576.php
Port of Ufa,"54° 44' 27"" N","55° 55' 11"" E",River Port,Small,,http://www.worldportsource.com/ports/RUS_Port_of_Ufa_4876.php
Port of Tyumen,"57° 9' 40"" N","65° 38' 8"" E",River Port,Small,,http://www.worldportsource.com/ports/RUS_Port_of_Tyumen_4862.php
Port of Port Victoria,"4° 37' 35"" S","55° 27' 50"" E",Seaport,Small,SCPOV,http://www.worldportsource.com/ports/SYC_Port_of_Port_Victoria_2378.php
Port of Tuapse,"44° 5' 31"" N","39° 4' 0"" E",Seaport,Medium,RUTUA,http://www.worldportsource.com/ports/RUS_Port_of_Tuapse_2575.php
Port of Tver,"56° 49' 32"" N","35° 59' 48"" E",River Port,Small,,http://www.worldportsource.com/ports/RUS_Port_of_Tver_4879.php
Port of Tobolsk,"58° 9' 40"" N","68° 13' 16"" E",River Port,Small,,http://www.worldportsource.com/ports/RUS_Port_of_Tobolsk_5240.php
Port of Temryuk,"45° 19' 34"" N","37° 22' 24"" E",Seaport,Small,RUTMR,http://www.worldportsource.com/ports/RUS_Port_of_Temryuk_2573.php
Port of Sovgavan,"49° 0' 58"" N","140° 14' 42"" E",Seaport,Small,,http://www.worldportsource.com/ports/RUS_Port_of_Sovgavan_2572.php
Port of Tiksi,"71° 38' 35"" N","128° 52' 35"" E",Seaport,Medium,RUIKS,http://www.worldportsource.com/ports/RUS_Port_of_Tiksi_2574.php
Port of Solombala,"64° 34' 35"" N","40° 30' 20"" E",River Port,Small,,http://www.worldportsource.com/ports/RUS_Port_of_Solombala_4713.php
Port of Tara,"56° 55' 9"" N","74° 21' 25"" E",River Port,Small,,http://www.worldportsource.com/ports/RUS_Port_of_Tara_5242.php
Port of Sochi,"43° 34' 52"" N","39° 42' 57"" E",Harbor,Small,RUSOC,http://www.worldportsource.com/ports/RUS_Port_of_Sochi_2571.php
Port of Serpukhov,"54° 53' 42"" N","37° 24' 0"" E",River Port,Very Small,,http://www.worldportsource.com/ports/RUS_Port_of_Serpukhov_4869.php
Port of Sarepta,"48° 31' 43"" N","44° 31' 47"" E",River Port,Small,,http://www.worldportsource.com/ports/RUS_Port_of_Sarepta_5228.php
Port of Surgut,"61° 14' 42"" N","73° 31' 13"" E",River Port,Small,,http://www.worldportsource.com/ports/RUS_Port_of_Surgut_5247.php
Port of Samara,"53° 11' 12"" N","50° 6' 8"" E",River Port,Small,,http://www.worldportsource.com/ports/RUS_Port_of_Samara_4873.php
Port of Ryazan,"54° 38' 42"" N","39° 45' 46"" E",River Port,Very Small,,http://www.worldportsource.com/ports/RUS_Port_of_Ryazan_4864.php
Port of Providenija,"64° 24' 12"" N","173° 13' 2"" W",Harbor,Small,,http://www.worldportsource.com/ports/RUS_Port_of_Providenija_2548.php
Port of Primorsk,"60° 20' 5"" N","28° 42' 51"" E","Pier, Jetty or Wharf",Small,RUPRI,http://www.worldportsource.com/ports/RUS_Port_of_Primorsk_2568.php
Port of Rostov-on-Don,"47° 12' 41"" N","39° 42' 47"" E",River Port,Medium,RURND,http://www.worldportsource.com/ports/RUS_Port_of_Rostov_on_Don_4719.php
Port of Posyet,"42° 38' 59"" N","130° 48' 0"" E",Harbor,Small,RUPSE,http://www.worldportsource.com/ports/RUS_Port_of_Posyet_2558.php
Port of Salekhard,"66° 32' 27"" N","66° 34' 27"" E",River Port,Small,,http://www.worldportsource.com/ports/RUS_Port_of_Salekhard_5246.php
Port of Saratov,"51° 29' 8"" N","45° 58' 31"" E",River Port,Small,,http://www.worldportsource.com/ports/RUS_Port_of_Saratov_4874.php
Port of Poronaysk,"49° 13' 52"" N","143° 7' 3"" E",Harbor,Small,RUPRN,http://www.worldportsource.com/ports/RUS_Port_of_Poronaysk_2567.php
Port of Pevek,"69° 42' 6"" N","170° 16' 59"" E",Seaport,Small,RUPWE,http://www.worldportsource.com/ports/RUS_Port_of_Pevek_2547.php
Port of Petropavlovsk - Kamchatskiy,"53° 0' 28"" N","158° 38' 59"" E",Seaport,Medium,RUPKC,http://www.worldportsource.com/ports/RUS_Port_of_Petropavlovsk__Kamchatskiy_4392.php
Port of Perm,"58° 0' 56"" N","56° 11' 46"" E",River Port,Small,,http://www.worldportsource.com/ports/RUS_Port_of_Perm_4877.php
Port of Onega,"63° 55' 12"" N","38° 2' 41"" E",Seaport,Small,RUONG,http://www.worldportsource.com/ports/RUS_Port_of_Onega_2566.php
Port of Olga,"43° 44' 8"" N","135° 16' 30"" E",Harbor,Small,,http://www.worldportsource.com/ports/RUS_Port_of_Olga_2565.php
Port of Novosibirsk,"55° 0' 53"" N","82° 54' 21"" E",River Port,Small,,http://www.worldportsource.com/ports/RUS_Port_of_Novosibirsk_3785.php
Port of Novgorod,"56° 17' 33"" N","44° 7' 17"" E",River Port,Small,,http://www.worldportsource.com/ports/RUS_Port_of_Novgorod_4865.php
Port of Nikolaevsk on Amur,"53° 7' 59"" N","140° 42' 55"" E",Seaport,Medium,RUNIA,http://www.worldportsource.com/ports/RUS_Port_of_Nikolaevsk_on_Amur_2564.php
Port of Nevelsk,"46° 39' 56"" N","141° 51' 9"" E",Harbor,Small,RUNEV,http://www.worldportsource.com/ports/RUS_Port_of_Nevelsk_2563.php
Port of Naryan-Mar,"67° 38' 33"" N","53° 1' 16"" E",Seaport,Small,RUNNM,http://www.worldportsource.com/ports/RUS_Port_of_Naryan_Mar_2562.php
Port of Omsk,"54° 56' 22"" N","73° 21' 38"" E",River Port,Small,,http://www.worldportsource.com/ports/RUS_Port_of_Omsk_3784.php
Port Livadia *,"42° 48' 17"" N","132° 54' 43"" E",Seaport,Small,RUNJK,http://www.worldportsource.com/ports/RUS_Port_Livadia_4262.php
Port of Nizhnevartovsk,"60° 53' 31"" N","76° 33' 59"" E",River Port,Small,,http://www.worldportsource.com/ports/RUS_Port_of_Nizhnevartovsk_5245.php
Port of Murom,"55° 34' 33"" N","42° 4' 7"" E",River Port,Very Small,,http://www.worldportsource.com/ports/RUS_Port_of_Murom_4867.php
Port of Murmansk,"68° 58' 21"" N","33° 2' 46"" E",Seaport,Medium,RUMMK,http://www.worldportsource.com/ports/RUS_Port_of_Murmansk_2561.php
Port of Moscow,"55° 50' 41"" N","37° 27' 57"" E",River Port,Small,,http://www.worldportsource.com/ports/RUS_Port_of_Moscow_3786.php
Port of Makhachkala,"42° 59' 55"" N","47° 29' 3"" E",Seaport,Small,RUMCX,http://www.worldportsource.com/ports/RUS_Port_of_Makhachkala_2557.php
Port of Magadan,"59° 32' 21"" N","150° 46' 26"" E",Seaport,Small,RUGDX,http://www.worldportsource.com/ports/RUS_Port_of_Magadan_2556.php
Port of Lazarev,"52° 13' 47"" N","141° 30' 29"" E","Pier, Jetty or Wharf",Small,RULAZ,http://www.worldportsource.com/ports/RUS_Port_of_Lazarev_4715.php
Port of Mago,"53° 15' 25"" N","140° 10' 19"" E",River Port,Small,RUMGO,http://www.worldportsource.com/ports/RUS_Port_of_Mago_4718.php
Port of Labytnangi,"66° 39' 52"" N","66° 27' 12"" E",River Port,Small,,http://www.worldportsource.com/ports/RUS_Port_of_Labytnangi_5244.php
Port of Kronshtadt,"59° 59' 13"" N","29° 46' 4"" E",Seaport,Small,,http://www.worldportsource.com/ports/RUS_Port_of_Kronshtadt_4716.php
Port of Lomonosov,"59° 55' 29"" N","29° 46' 27"" E",Seaport,Small,RULOM,http://www.worldportsource.com/ports/RUS_Port_of_Lomonosov_2555.php
Port of Korsakov,"46° 37' 36"" N","142° 45' 48"" E",Seaport,Small,RUKOR,http://www.worldportsource.com/ports/RUS_Port_of_Korsakov_2554.php
Port of Krasnoyarsk,"56° 0' 11"" N","92° 54' 28"" E",River Port,Small,,http://www.worldportsource.com/ports/RUS_Port_of_Krasnoyarsk_3783.php
Port of Kolomna,"55° 4' 44"" N","38° 53' 25"" E",River Port,Very Small,,http://www.worldportsource.com/ports/RUS_Port_of_Kolomna_4870.php
Port of Kholmsk,"47° 3' 2"" N","142° 2' 38"" E",Seaport,Small,RUKHO,http://www.worldportsource.com/ports/RUS_Port_of_Kholmsk_2553.php
Port of Khanty-Mansiysk,"60° 58' 58"" N","68° 59' 53"" E",River Port,Small,,http://www.worldportsource.com/ports/RUS_Port_of_Khanty_Mansiysk_5239.php
Port of Kazan,"55° 44' 54"" N","49° 5' 11"" E",River Port,Small,,http://www.worldportsource.com/ports/RUS_Port_of_Kazan_4871.php
Port of Kasimov,"54° 56' 8"" N","41° 22' 16"" E",River Port,Very Small,,http://www.worldportsource.com/ports/RUS_Port_of_Kasimov_4868.php
Port of Kolpashevo,"58° 18' 16"" N","82° 54' 30"" E",River Port,Very Small,,http://www.worldportsource.com/ports/RUS_Port_of_Kolpashevo_5238.php
Port of Kandalaksha,"67° 8' 6"" N","32° 24' 28"" E",Seaport,Small,RUKAN,http://www.worldportsource.com/ports/RUS_Port_of_Kandalaksha_2552.php
Port of Kalach-na-Donu,"48° 40' 18"" N","43° 32' 9"" E",River Port,Small,,http://www.worldportsource.com/ports/RUS_Port_of_Kalach_na_Donu_5229.php
Port of Mezen,"65° 53' 36"" N","44° 7' 38"" E",Harbor,Small,RUMEZ,http://www.worldportsource.com/ports/RUS_Port_of_Mezen_2559.php
Port of Igarka,"67° 27' 28"" N","86° 36' 23"" E",Seaport,Small,RUIAA,http://www.worldportsource.com/ports/RUS_Port_of_Igarka_2551.php
Port of Irtyshskiy,"58° 17' 35"" N","68° 13' 5"" E",River Port,Small,,http://www.worldportsource.com/ports/RUS_Port_of_Irtyshskiy_5241.php
Port of Hatanga,"71° 58' 57"" N","102° 28' 17"" E",River Port,Small,RUHTG,http://www.worldportsource.com/ports/RUS_Port_of_Hatanga_2569.php
Port of Gelendzhgic,"44° 34' 13"" N","38° 2' 43"" E",Seaport,Small,,http://www.worldportsource.com/ports/RUS_Port_of_Gelendzhgic_4714.php
Port of Kaluga,"54° 30' 1"" N","36° 16' 36"" E",River Port,Small,,http://www.worldportsource.com/ports/RUS_Port_of_Kaluga_4863.php
Port of Ekonomiya,"64° 42' 14"" N","40° 31' 10"" E",Seaport,Small,RUEKO,http://www.worldportsource.com/ports/RUS_Port_of_Ekonomiya_4712.php
Port of Dzerzhinsk,"56° 13' 36"" N","43° 27' 55"" E",River Port,Very Small,,http://www.worldportsource.com/ports/RUS_Port_of_Dzerzhinsk_4866.php
Port of Dudinka,"69° 23' 47"" N","86° 10' 38"" E",River Port,Small,RUDUD,http://www.worldportsource.com/ports/RUS_Port_of_Dudinka_2550.php
East Port (New Port),"20° 55' 50"" S","55° 19' 11"" E",Seaport,Medium,,http://www.worldportsource.com/ports/REU_East_Port_New_Port__1237.php
Port of Dikson,"73° 30' 27"" N","80° 23' 47"" E",Harbor,Small,RUDKS,http://www.worldportsource.com/ports/RUS_Port_of_Dikson_2549.php
Port of De Kastri,"51° 28' 0"" N","140° 46' 54"" E","Pier, Jetty or Wharf",Small,RUDKA,http://www.worldportsource.com/ports/RUS_Port_of_De_Kastri_4710.php
Port of Egvekinot,"66° 18' 56"" N","179° 6' 55"" W","Pier, Jetty or Wharf",Small,RUEGV,http://www.worldportsource.com/ports/RUS_Port_of_Egvekinot_4711.php
Port of Bukhta Nagayeva,"59° 33' 53"" N","150° 44' 21"" E","Pier, Jetty or Wharf",Small,,http://www.worldportsource.com/ports/RUS_Port_of_Bukhta_Nagayeva_4717.php
Port of Bratsk,"56° 7' 7"" N","101° 37' 20"" E",River Port,Small,,http://www.worldportsource.com/ports/RUS_Port_of_Bratsk_4881.php
Port of Beryozovo,"63° 55' 59"" N","65° 3' 57"" E",River Port,Small,,http://www.worldportsource.com/ports/RUS_Port_of_Beryozovo_5243.php
Port of Cherepovets,"59° 7' 2"" N","37° 51' 23"" E",River Port,Small,,http://www.worldportsource.com/ports/RUS_Port_of_Cherepovets_4880.php
Port of Beringovsky,"63° 8' 16"" N","179° 2' 45"" E",River Port,Small,,http://www.worldportsource.com/ports/RUS_Port_of_Beringovsky_2546.php
Port of Barnaul,"53° 19' 37"" N","83° 48' 11"" E",River Port,Small,,http://www.worldportsource.com/ports/RUS_Port_of_Barnaul_5237.php
Port of Irkutsk,"52° 18' 21"" N","104° 16' 33"" E",River Port,Small,,http://www.worldportsource.com/ports/RUS_Port_of_Irkutsk_3788.php
Port of Astrakhan,"46° 20' 0"" N","47° 59' 37"" E",River Port,Medium,RUASF,http://www.worldportsource.com/ports/RUS_Port_of_Astrakhan_2545.php
Port of Anapa,"44° 53' 56"" N","37° 18' 29"" E",Harbor,Small,RUAAQ,http://www.worldportsource.com/ports/RUS_Port_of_Anapa_2560.php
Port of Anadyr,"64° 44' 39"" N","177° 32' 30"" E",Seaport,Small,RUDYR,http://www.worldportsource.com/ports/RUS_Port_of_Anadyr_2544.php
Port of Amderma,"69° 45' 22"" N","61° 33' 52"" E",Seaport,Small,RUAMV,http://www.worldportsource.com/ports/RUS_Port_of_Amderma_2543.php
Aleksandrovsk Sakhalinsky Sea Port,"50° 53' 46"" N","142° 7' 52"" E",Seaport,Small,,http://www.worldportsource.com/ports/RUS_Aleksandrovsk_Sakhalinsky_Sea_Port_2542.php
Port of Abakan,"53° 43' 24"" N","91° 31' 10"" E",River Port,Very Small,,http://www.worldportsource.com/ports/RUS_Port_of_Abakan_4883.php
Port of Azov,"47° 7' 22"" N","39° 23' 48"" E",River Port,Small,RUAZO,http://www.worldportsource.com/ports/RUS_Port_of_Azov_1531.php
Port of Vladivostok *,"43° 5' 40"" N","131° 53' 25"" E",Seaport,Large,RUVVO,http://www.worldportsource.com/ports/RUS_Port_of_Vladivostok_123.php
Port of Ust-Luga,"59° 39' 14"" N","28° 15' 47"" E",Seaport,Small,,http://www.worldportsource.com/ports/RUS_Port_of_Ust_Luga_2578.php
Vostochny Port,"42° 44' 51"" N","133° 4' 6"" E",Harbor,Small,RUVYP,http://www.worldportsource.com/ports/RUS_Vostochny_Port_150.php
Port of Novorossiysk *,"44° 42' 54"" N","37° 48' 25"" E",Seaport,Large,RUNVS,http://www.worldportsource.com/ports/RUS_Port_of_Novorossiysk_1537.php
Port of Vieux-Fort,"13° 43' 21"" N","60° 57' 16"" W",Harbor,Small,,http://www.worldportsource.com/ports/LCA_Port_of_Vieux_Fort_1940.php
Port of Taganrog *,"47° 12' 9"" N","38° 57' 2"" E",Seaport,Medium,RUTAG,http://www.worldportsource.com/ports/RUS_Port_of_Taganrog_1535.php
Port of St. Petersburg *,"59° 55' 38"" N","30° 13' 48"" E",Seaport,Very Large,RULED,http://www.worldportsource.com/ports/RUS_Port_of_St_Petersburg_61.php
Port of Arkhangelsk *,"64° 32' 33"" N","40° 33' 36"" E",Seaport,Large,RUARH,http://www.worldportsource.com/ports/RUS_Port_of_Arkhangelsk_1532.php
Port of Nakhodka *,"42° 48' 0"" N","132° 53' 16"" E",Seaport,Medium,RUNJK,http://www.worldportsource.com/ports/RUS_Port_of_Nakhodka_1534.php
Port of Cul-de-Sac,"13° 59' 7"" N","61° 0' 57"" W",Seaport,Small,,http://www.worldportsource.com/ports/LCA_Port_of_Cul_de_Sac_1941.php
Port of Kaliningrad *,"54° 42' 0"" N","20° 27' 31"" E",Seaport,Large,RUKGD,http://www.worldportsource.com/ports/RUS_Port_of_Kaliningrad_1533.php
Port Castries,"14° 0' 47"" N","60° 59' 55"" W",Seaport,Small,LCCAS,http://www.worldportsource.com/ports/LCA_Port_Castries_153.php
Port of Ovidiu,"44° 16' 8"" N","28° 33' 12"" E",River Port,Small,,http://www.worldportsource.com/ports/ROM_Port_of_Ovidiu_2949.php
Port of Tulcea,"45° 11' 28"" N","28° 49' 1"" E",River Port,Small,ROTCE,http://www.worldportsource.com/ports/ROM_Port_of_Tulcea_2961.php
Port of Orsova,"44° 43' 21"" N","22° 24' 22"" E",River Port,Small,ROORV,http://www.worldportsource.com/ports/ROM_Port_of_Orsova_2953.php
Port of Soufriere,"13° 51' 16"" N","61° 3' 37"" W","Pier, Jetty or Wharf",Very Small,,http://www.worldportsource.com/ports/LCA_Port_of_Soufriere_4939.php
Port of Medgidia,"44° 14' 55"" N","28° 18' 19"" E",River Port,Small,ROMED,http://www.worldportsource.com/ports/ROM_Port_of_Medgidia_2948.php
Port of Mangalia,"43° 48' 4"" N","28° 34' 27"" E",Seaport,Medium,,http://www.worldportsource.com/ports/ROM_Port_of_Mangalia_5475.php
Port of Isaccea,"45° 17' 2"" N","28° 27' 13"" E","Pier, Jetty or Wharf",Small,,http://www.worldportsource.com/ports/ROM_Port_of_Isaccea_2960.php
Port of Luminita,"44° 21' 14"" N","28° 38' 14"" E","Pier, Jetty or Wharf",Very Small,,http://www.worldportsource.com/ports/ROM_Port_of_Luminita_2950.php
Port of Chilia,"45° 13' 46"" N","29° 14' 51"" E","Pier, Jetty or Wharf",Very Small,,http://www.worldportsource.com/ports/ROM_Port_of_Chilia_2962.php
Port of Drobeta Turnu Severin,"44° 37' 18"" N","22° 39' 27"" E",River Port,Small,RODTS,http://www.worldportsource.com/ports/ROM_Port_of_Drobeta_Turnu_Severin_2955.php
Port of Galati,"45° 26' 30"" N","28° 5' 3"" E",River Port,Small,ROGAL,http://www.worldportsource.com/ports/ROM_Port_of_Galati_1263.php
Port of Cernavoda,"44° 21' 14"" N","28° 1' 30"" E",River Port,Small,ROCEV,http://www.worldportsource.com/ports/ROM_Port_of_Cernavoda_2957.php
Port of Giurgiu,"43° 53' 0"" N","25° 58' 47"" E",River Port,Small,ROGRG,http://www.worldportsource.com/ports/ROM_Port_of_Giurgiu_2951.php
Port of Drencova,"44° 43' 29"" N","21° 36' 56"" E","Pier, Jetty or Wharf",Small,,http://www.worldportsource.com/ports/ROM_Port_of_Drencova_2954.php
Port of Constantza *,"44° 7' 51"" N","28° 39' 43"" E",Seaport,Medium,,http://www.worldportsource.com/ports/ROM_Port_of_Constantza_1262.php
Port of Calarasi,"44° 12' 33"" N","27° 17' 29"" E",River Port,Small,ROCAS,http://www.worldportsource.com/ports/ROM_Port_of_Calarasi_2952.php
Port of Calafat,"43° 59' 50"" N","22° 55' 43"" E",Ferry,Small,ROCAF,http://www.worldportsource.com/ports/ROM_Port_of_Calafat_2956.php
Port of Braila,"45° 15' 56"" N","27° 58' 34"" E",River Port,Small,ROBRA,http://www.worldportsource.com/ports/ROM_Port_of_Braila_2959.php
Port of Basarabi,"44° 10' 48"" N","28° 23' 43"" E",River Port,Small,ROBAB,http://www.worldportsource.com/ports/ROM_Port_of_Basarabi_2947.php
Port of Zuluf,"28° 0' 17"" N","48° 45' 37"" E","Pier, Jetty or Wharf",Small,,http://www.worldportsource.com/ports/SAU_Port_of_Zuluf_4729.php
Yanbu Commercial Port,"24° 4' 22"" N","38° 4' 0"" E",Seaport,Small,,http://www.worldportsource.com/ports/SAU_Yanbu_Commercial_Port_606.php
Port of Ras Tanura,"26° 38' 56"" N","50° 9' 59"" E","Pier, Jetty or Wharf",Small,SARTA,http://www.worldportsource.com/ports/SAU_Port_of_Ras_Tanura_4725.php
Ju'aymah Crude and LPG Terminals,"26° 52' 20"" N","50° 2' 47"" E","Pier, Jetty or Wharf",Small,SAJUT,http://www.worldportsource.com/ports/SAU_Ju_aymah_Crude_and_LPG_Terminals_4722.php
King Fahad Industrial Port in Yanbu *,"23° 57' 28"" N","38° 13' 14"" E",Seaport,Medium,,http://www.worldportsource.com/ports/SAU_King_Fahad_Industrial_Port_in_Yanbu_649.php
Port of Ras al Mishab,"28° 6' 43"" N","48° 37' 39"" E","Pier, Jetty or Wharf",Small,SARAM,http://www.worldportsource.com/ports/SAU_Port_of_Ras_al_Mishab_4728.php
Port of Rabigh,"22° 44' 15"" N","38° 59' 52"" E",Seaport,Small,SARAB,http://www.worldportsource.com/ports/SAU_Port_of_Rabigh_4724.php
Port of Ras al Ghar,"26° 53' 17"" N","49° 51' 18"" E",Seaport,Small,,http://www.worldportsource.com/ports/SAU_Port_of_Ras_al_Ghar_4726.php
